idelem;tipo_elem;identif;nombre;st_x;st_y
5059;PUNTOS DE MEDIDA URBANOS;49028;PEDRO DIEZ N-S(V.LLAGUNO-GRAL.RICARDOS);438.205.382.021.049;447.159.495.844.859
3686;PUNTOS DE MEDIDA URBANOS;49030;OCA N-S(MATILDE FERNANDEZ-GRAL.RICARDOS);437.929.040.850.385;447.138.477.988.722
4952;PUNTOS DE MEDIDA URBANOS;38034;AV. POBLADOS E-O(BELZUNEGUI-ALISEDA);437.291.537.349.279;446.971.014.873.066
5054;PUNTOS DE MEDIDA URBANOS;49022;G.RICARDOS O-E(PL.TOROS-CLARA CAMPOAMOR);437.645.691.638.804;447.104.144.538.558
5055;PUNTOS DE MEDIDA URBANOS;49023;C.CAMPOAMOR S-N(A. ABELLAN-G.RICARDOS);437.766.459.646.118;447.108.041.337.269
5056;PUNTOS DE MEDIDA URBANOS;49025;CASTRO ORO S-N(FERREIRA-GRAL.RICARDOS);438.163.401.418.517;447.144.910.876.688
5057;PUNTOS DE MEDIDA URBANOS;49026;C.VIEJO LEGANES S-N(RADIO-GRAL.RICARDOS);438.677.499.419.256;447.180.520.115.374
5078;PUNTOS DE MEDIDA URBANOS;50015;VIA E-O(MERCEDES DOMINGO-PORTALEGRE);438.829.300.995.916;447.114.561.284.402
3687;PUNTOS DE MEDIDA URBANOS;50028; LUIS GOMEZ S-N;438.171.229.144.564;447.117.275.156.744
5094;PUNTOS DE MEDIDA URBANOS;50033; GUADALETE E-O;439.335.246.059.979;447.140.338.773.249
3576;PUNTOS DE MEDIDA URBANOS;51001;OCA O-E (ALFARO-PL. ALMODOVAR);437.619.961.465.816;447.146.517.962.623
5268;PUNTOS DE MEDIDA URBANOS;84033;SALIDA NISSAN(FACTORIA-C.B?.FORTUNA;434.623.675.969.354;446.883.926.622.152
5343;PUNTOS DE MEDIDA URBANOS;87008;CIRCULO O-E(SAL.CARREFOUR-AV. OROVILLA);441.472.214.780.012;446.838.993.549.591
5344;PUNTOS DE MEDIDA URBANOS;87009;AV. OROVILLA S-N(UNANIMIDAD-CIRCULO);441.546.239.806.268;4.468.340.889.812
5345;PUNTOS DE MEDIDA URBANOS;87010;ROSALES O-E(AV.ANDALUCIA-OROVILLA);441.251.941.742.641;446.908.113.661.813
5387;PUNTOS DE MEDIDA URBANOS;94003;S. EZEQUIEL NO-SE(V.TOBALINA-REAL PINTO);439.499.107.724.248;446.523.292.871.137
5165;PUNTOS DE MEDIDA URBANOS;98023;CTRA. DE BOADILLA O-E (AZOR-CARABIAS);434.907.520.995.194;447.254.357.529.276
3641;PUNTOS DE MEDIDA URBANOS;98029;CT.CARABA.-ARAVACA O-E(M502-SANCHIDRIAN);434.363.293.039.995;447.236.538.256.535
5163;PUNTOS DE MEDIDA URBANOS;98030;CT.CARABA.-ARAVACA O-E(M502-SANCHIDRIAN);434.396.385.378.613;447.230.966.416.237
5161;PUNTOS DE MEDIDA URBANOS;98032;VILLAVIC.N-S(SEDANO-CT.CARAB-ARAV);4.344.612.202.104;447.226.023.266.364
3473;PUNTOS DE MEDIDA URBANOS;31022;Alcalde Martmn Alzaga E-O(Aguilar de Campoo-Antonio Machado);439.187.072.668.873;447.955.632.224.101
4516;PUNTOS DE MEDIDA URBANOS;31027;ALMIRANTE FCO. MORENO S-N(VALLS FERRER-PABLO IGLESIAS);439.506.119.390.009;447.862.037.629.385
3920;PUNTOS DE MEDIDA URBANOS;4014;Alfonso XIII S-N - Carlos Pereira-Ramon y Caja;443.504.285.954.027;447.828.086.130.293
3924;PUNTOS DE MEDIDA URBANOS;4018;Doctor Arce S-N - Estevez-Pl. Cataluña;442.429.442.774.682;447.788.223.167.814
4214;PUNTOS DE MEDIDA URBANOS;14018;Embajadores N-S - Gta. Embajadores-Moratines;440.519.352.211.291;447.310.357.454.423
4218;PUNTOS DE MEDIDA URBANOS;14022;Pº Acacias E-O - Embajadores-Pº Esperanza;440.258.662.515.017;447.307.586.080.051
4313;PUNTOS DE MEDIDA URBANOS;16042;Cuesta San Vicente O-E - Bailen-Gran Via;439.661.351.260.145;447.508.971.369.868
5652;PUNTOS DE MEDIDA URBANOS;62037;Orense N-S - General Yagüe-Pedro Teixeira;441.207.451.384.537;447.880.188.618.076
6229;PUNTOS DE MEDIDA URBANOS;55009;C/. Moscatelar - Milán-Pl. Liceo;445.327.672.870.628;447.890.560.363.157
6230;PUNTOS DE MEDIDA URBANOS;55010;C/. Silvano - Colegio Liceo-Moscatelar;445.539.433.191.193;447.903.056.520.504
3688;PUNTOS DE MEDIDA URBANOS;84015;AV EURO N-S(REUS-AGUACATE);437.162.214.089.158;446.914.265.554.122
5439;PUNTOS DE MEDIDA URBANOS;43028; Santiago de Compostela  E-O - Fco. Llorens-Av.Betanzos;439.723.428.165.022;448.157.178.402.415
6368;PUNTOS DE MEDIDA URBANOS;59014;C/. Hermanos de Pablo - José del Hierro-Virgen del Portillo;445.232.215.301.672;447.685.682.085.553
6370;PUNTOS DE MEDIDA URBANOS;59016;C/. Salvador de Madariaga - Virgen de Lourdees-Esteban Mora;444.346.137.817.778;447.667.095.800.708
6497;PUNTOS DE MEDIDA URBANOS;65017;Fuente Carrantona S-N - José Bergamín-M-23;4.467.823.629.062;447.393.759.730.902
3929;PUNTOS DE MEDIDA URBANOS;4024;Gabriel-Galan S-N - Guerrero Mendoza-Ramon y Cajal;443.189.431.873.844;447.835.051.601.218
4200;PUNTOS DE MEDIDA URBANOS;14002;San Sebastian N-S - Huertas - Atocha;440.596.639.402.905;447.415.784.109.746
4515;PUNTOS DE MEDIDA URBANOS;31026;PABLO IGLESIAS O-E(ALMIRANTE FCO. MORENO-NUMANCIA);439.642.604.572.241;447.867.729.121.983
3440;PUNTOS DE MEDIDA URBANOS;31029;MORERAS S-N(RAMIRO MAEZTU-JUAN XXIII);439.199.223.973.658;447.838.228.887.265
5440;PUNTOS DE MEDIDA URBANOS;43029; Ramón Castroviejo O-E - Pto.Maspalomas-Av.Betanzos;439.649.368.210.723;448.145.942.447.079
5542;PUNTOS DE MEDIDA URBANOS;61030;Av.Pio XII  N-S - Jerez-Macarena;442.795.136.011.394;447.961.238.708.684
5571;PUNTOS DE MEDIDA URBANOS;61060;Pº de la Habana N-S - Honduras -Domingo Fernández;442.337.029.905.434;447.918.658.382.548
6389;PUNTOS DE MEDIDA URBANOS;64002;Av. Canillejas a Vicálvaro - Canal de Bósforo-Néctar;447.943.317.789.078;447.702.612.958.262
6390;PUNTOS DE MEDIDA URBANOS;64003;Av. Canillejas a Vicálvaro - Julián Camarillo-Etruria;448.105.090.780.091;447.663.973.360.996
4747;PUNTOS DE MEDIDA URBANOS;24010;GALLUR E-O(ESCALONILLA-GTA.CARMENES);437.087.005.466.673;447.214.788.872.804
9936;PUNTOS DE MEDIDA URBANOS;87028;PERIANA N-S(RUTILO-AV. ROSALES);441.744.914.848.622;446.879.105.684.798
5402;PUNTOS DE MEDIDA URBANOS;94021;V.TOBALINA S-N(REAL PINTO-S.EZEQUIEL);439.339.366.978.563;4.465.149.856.344
7103;PUNTOS DE MEDIDA URBANOS;30031;SEGOVIA 65, E-O (RONDA SEGOVIA - P: VIRGEN DEL PUERTO);439.108.167.938.966;447.415.899.138.394
4326;PUNTOS DE MEDIDA URBANOS;30032;P: VIRGEN DEL PUERTO, 13 S-N(MANZANARES-SEGOVIA);438.924.992.529.197;447.404.787.888.007
4327;PUNTOS DE MEDIDA URBANOS;30033;PUENTE SEGOVIA O-E(P: EXTREMADURA -P: VIRGEN DEL PUERTO);438.775.007.175.741;447.416.311.388.683
5449;PUNTOS DE MEDIDA URBANOS;43038;Av.Monforte de Lemos E-O(Giro Izqda.Pl.Arteijo);440.217.715.481.146;448.136.250.718.482
4733;PUNTOS DE MEDIDA URBANOS;93016;Valle de Mena O-E(Valderodrigo-Camino de ganapanes);439.433.748.776.286;448.037.555.244.658
5203;PUNTOS DE MEDIDA URBANOS;28004;BARDEGUERAL N-S (GIRO);434.652.356.634.631;447.837.156.835.444
5947;PUNTOS DE MEDIDA URBANOS;45001;C/. Hermanos García Noblejas - Dr. Cirajas-Vital Aza;446.140.193.199.412;447.647.974.271.376
6393;PUNTOS DE MEDIDA URBANOS;64006;Av. Canillejas a Vicálvaro - María Sevilla Diago-J.GÂª. Boutan;448.257.637.673.269;447.593.494.869.556
3409;PUNTOS DE MEDIDA URBANOS;24001;SEPULVEDA N-S(CEBREROS-C.FCO.J. JIMENEZ);436.117.559.212.214;44.728.012.222.979
4941;PUNTOS DE MEDIDA URBANOS;38022;AV.POBLADOS O-E(TANATORIO-CTRA. TOLEDO);438.856.127.504.281;446.968.182.033.246
5772;PUNTOS DE MEDIDA URBANOS;97021;Av.Reina Victoria E-O  - Av.Pablo Iglesias -Ibánez Ãbero;439.996.430.328.316;447.784.049.313.969
4948;PUNTOS DE MEDIDA URBANOS;38030;E.MONTIJO S-N(POBLADOS-N.S.FATIMA)FRENT;436.504.065.126.815;447.008.846.982.446
7006;PUNTOS DE MEDIDA URBANOS;38041;A.R.SACRISTAN E-O(PARTIDA A.R.-ZARZAMOR);436.731.152.671.208;44.696.237.000.672
5747;PUNTOS DE MEDIDA URBANOS;91005;Av. Pio XII E-O (Calle 30 - Av. Burgos);442.921.586.023.172;448.068.898.829.637
4726;PUNTOS DE MEDIDA URBANOS;93009;Valderodrigo E-O(Valle de Mena-Antonio Machado);43.915.283.049.977;44.803.647.573.815
5874;PUNTOS DE MEDIDA URBANOS;42006;Av. Cardenal Herrera Oria 237 O-E(Isla de Arosa-La Masó);439.412.537.612.473;448.178.353.787.266
3813;PUNTOS DE MEDIDA URBANOS;73407;TÃCTICO - AV. ARROYOFRESNO, 19 N-S (FUENTELAREINA - CANTALEJO);437.206.882.194.829;448.103.142.858.631
6577;PUNTOS DE MEDIDA URBANOS;75403;ISLAS AZORES O-E;441.820.421.107.751;448.312.093.204.501
4850;PUNTOS DE MEDIDA URBANOS;27033;VILLALONSO SO-NE(REAL PINTO-S.JENARO);440.181.019.360.878;446.703.137.288.347
5247;PUNTOS DE MEDIDA URBANOS;49034;GRAL. RICARDOS E-O(PEDRO DIEZ-OCA);43.812.610.874.885;447.145.386.675.845
10025;PUNTOS DE MEDIDA URBANOS;49036;OCA N-S(MATILDE FERNANDEZ-GRAL. RICARDOS;437.926.272.316.769;447.138.051.740.988
6627;PUNTOS DE MEDIDA URBANOS;79402;C/. Pintor Ignacio Zuloaga - Príncipe Carlos-Niceto Alcalá Zamora;44.485.315.078.963;44.820.974.540.841
4776;PUNTOS DE MEDIDA URBANOS;48007;R. YBARRA S-N(D. BARRANCO-M. USERA);439.736.967.093.651;447.078.074.417.433
3743;PUNTOS DE MEDIDA URBANOS;60049;Gral.Perón E-O - Presidente Cármona-Cte.Zorita)(Giro E-S);440.969.093.865.571;447.842.760.806.058
6620;PUNTOS DE MEDIDA URBANOS;79027;Av. Alcalde Conde Mayalde - Príncipe Carlos-Infanta Catalina Micaela;444.098.302.127.339;448.203.579.681.642
6621;PUNTOS DE MEDIDA URBANOS;79028;Av. Alcalde Conde Mayalde - Príncipe Carlos-Infanta Catalina Micaela;444.180.277.628.852;448.214.380.818.851
5502;PUNTOS DE MEDIDA URBANOS;60059;Pºde la Habana N-S - Gutiérrez Solana-Pl.Quito;441.808.092.489.915;44.781.739.988.123
6628;PUNTOS DE MEDIDA URBANOS;79403;C/. Alcalde Aristizabal Manchón - Alcalde Henche Plata-Principe Carlos;444.966.082.135.368;44.824.078.289.061
6629;PUNTOS DE MEDIDA URBANOS;79404;C/. Alcalde Ãlvarez de Villaamil - Alcalde Henche Plata-Príncipe Carlos;444.956.416.614.953;448.249.702.628.054
5042;PUNTOS DE MEDIDA URBANOS;49009;G.RICARDOS E-O(ALEJ.SANCHEZ-PEDRO DIEZ);438.348.088.259.179;447.164.205.082.833
5064;PUNTOS DE MEDIDA URBANOS;96019;OPORTO O-E(ELVAS-PORTALEGRE);438.577.719.298.264;447.101.533.165.189
5071;PUNTOS DE MEDIDA URBANOS;96020;PORTALEGRE S-N(AV. ABRANTES-OPORTO);438.678.274.110.487;447.091.696.146.298
5087;PUNTOS DE MEDIDA URBANOS;96023;ANT. LEYVA S-N(ALEJANDRO SANCHEZ-S. LUCR;439.275.314.803.186;447.124.287.366.693
5085;PUNTOS DE MEDIDA URBANOS;96024;ANT. LEYVA N-S(S. LUCRECIA-PL.FDEZ.LADRE;439.242.575.342.696;447.111.802.377.322
3634;PUNTOS DE MEDIDA URBANOS;96037;ANTONIO LEYVA S-N (ARLANZA-GUADALETE);439.280.383.726.424;447.124.642.440.686
3575;PUNTOS DE MEDIDA URBANOS;96700;OPORTO O-E(ELVAS-PORTALEGRE);438.600.232.683.952;447.100.934.250.284
5025;PUNTOS DE MEDIDA URBANOS;98001; PTA. DEL ANGEL S-N;438.236.941.498.933;447.420.295.489.643
4565;PUNTOS DE MEDIDA URBANOS;32029;MELCHOR FERNANDEZ ALMAGRO O-E(GINZO DE LIMIA-FINISTERRE);440.537.023.643;448.115.053.242.381
5756;PUNTOS DE MEDIDA URBANOS;92002;Marquis de Viana O-E (Ruiz Palacio- Gladiolo);440.515.496.407.762;447.958.603.166.025
4727;PUNTOS DE MEDIDA URBANOS;93010;Antonio Machado N-S(Centro Cultural-Sinesio Delgado);439.106.351.657.058;44.799.667.757.618
4728;PUNTOS DE MEDIDA URBANOS;93011;Sinesio Delgado E-O(Gta.Piedrafita Cebreros-Antonio Machado);43.920.893.041.728;447.993.854.968.827
5396;PUNTOS DE MEDIDA URBANOS;94015;DOMINGO PARRAGA E-O(G.ACEBO-R.PINTO);439.988.319.563.179;44.661.708.839.136
4548;PUNTOS DE MEDIDA URBANOS;32006;AV. BETANZOS N-S (CELANOVA-PIEDRAFITA CEBRERO);439.697.838.046.222;448.053.513.313.822
4562;PUNTOS DE MEDIDA URBANOS;32023;FINISTERRE N-S(MELCHOR FERNANDEZ ALMAGRO-VILLA MARIN);440.670.594.814.813;448.108.085.305.846
5927;PUNTOS DE MEDIDA URBANOS;44029;C/. Virgen de la Alegria  - Virgen de la Alegría- Alcalá;444.237.786.978.978;447.616.205.250.066
5434;PUNTOS DE MEDIDA URBANOS;43023;GINZO DE LIMIA S-N(MELCHOR FDEZ. ALMAGRO-AV.MONFORTE  LEMOS);440.460.233.631.038;448.128.724.873.898
5445;PUNTOS DE MEDIDA URBANOS;43034; PLAZA VERMN;439.945.737.946.336;448.125.667.033.746
9913;PUNTOS DE MEDIDA URBANOS;93030;Valle de Mena O-E (Isaac Rabmn-Jzan Andris);438.719.278.930.125;448.062.534.239.565
5936;PUNTOS DE MEDIDA URBANOS;44038;Emilio Ferrari - Amos Escalante - Alcalá- Alcalá;445.503.618.321.271;447.639.551.911.227
6555;PUNTOS DE MEDIDA URBANOS;74009;C/. Arrastaria - Aracne-Samaniego;450.411.128.395.856;447.781.638.823.873
3632;PUNTOS DE MEDIDA URBANOS;39054;SANTUARIO N-S(ASUNCION-EVANGELIOS);440.701.778.565.755;447.083.566.979.842
3682;PUNTOS DE MEDIDA URBANOS;39055; CTO VEGA S-N(CTO LEPANTO-CTO VICT);440.570.431.767.861;447.053.209.240.288
4774;PUNTOS DE MEDIDA URBANOS;48003;MAR. USERA E-O(GAB. USERA-R.YBARRA);439.936.438.601.631;447.099.468.762.084
4777;PUNTOS DE MEDIDA URBANOS;48006;MANUEL NOYA N-S(M. SILVELA-MARCELO USERA;43.964.406.232.608;447.103.833.461.257
4926;PUNTOS DE MEDIDA URBANOS;38005;AV. POBLADOS O-E(AV. EURO-ABRANTES);437.421.379.696.642;446.971.056.662.375
6035;PUNTOS DE MEDIDA URBANOS;46028;Ctra. Canillas - Ctra. Canillas-López de Hoyos;444.420.850.517.686;447.958.039.733.508
5346;PUNTOS DE MEDIDA URBANOS;87011;OROVILLA S-N(SILVINA-AV.ROSALES);441.308.709.176.739;44.689.100.249.867
5347;PUNTOS DE MEDIDA URBANOS;87012;AV. ROSALES E-O (SILVINA-ANTEQUERA);44.145.844.495.655;44.689.553.761.483
5403;PUNTOS DE MEDIDA URBANOS;94022;S.EZEQUIEL E-O(REAL PINTO-V.TOBALINA);439.416.025.142.659;446.523.961.107.674
10017;PUNTOS DE MEDIDA URBANOS;94026;VALLE TOBALINA S-N (MONTEJO-BASCU?UELOS);439.351.550.110.883;446.564.692.814.265
3628;PUNTOS DE MEDIDA URBANOS;96040;N.SRA.FATIMA S-N(ESPINAR-MU?OZ GRANDES);436.952.127.714.942;447.110.648.667.701
5131;PUNTOS DE MEDIDA URBANOS;96041;ESPINAR N-S(JUAN ALONSO-N.S.FATIMA);436.926.393.173.179;447.109.448.061.967
6830;PUNTOS DE MEDIDA URBANOS;98013;YEBENES S-N(CGIO.H.CORTES-DUQ.PARCENT);436.183.551.050.682;447.209.194.575.517
4903;PUNTOS DE MEDIDA URBANOS;98014;VALMOJADO N-S(YEBENES-SESE?A);435.889.597.276.855;447.238.257.956.073
4324;PUNTOS DE MEDIDA URBANOS;30017;M-30 SALIDA TZNEL O-E(ENTRADA GTA. SAN VICENTE) (90MTS);438.982.415.329.783;447.470.870.772.059
3651;PUNTOS DE MEDIDA URBANOS;30018;M-30 SALIDA TZNEL O-E(ENTRADA GTA. SAN VICENTE) (150MTS);438.971.300.954.988;447.466.423.420.859
4489;PUNTOS DE MEDIDA URBANOS;30019;MARTIN FIERRO N-S(JUAN HERRERA-OBISPO TREJO);438.033.785.395.605;447.671.418.224.354
6364;PUNTOS DE MEDIDA URBANOS;59010;C/. Virgen del Sagrario - Virgen de Lluc-Elfo;445.093.830.411.437;44.764.777.567.021
6392;PUNTOS DE MEDIDA URBANOS;64005;Av. Canillejas a Vicálvaro - Albaida-Hinojal;448.202.739.375.542;447.625.624.636.018
4524;PUNTOS DE MEDIDA URBANOS;31040;DR.FEDERICO RUBIO Y GALI E-O(MORERAS-FCO. DE DIEGO);439.553.580.274.735;44.786.066.716.572
5854;PUNTOS DE MEDIDA URBANOS;41046;Av. Albufera - Sierra Carbonera-Ntra. Sra. Perpetuo Socorro;443.950.294.371.332;44.719.522.645.371
6382;PUNTOS DE MEDIDA URBANOS;59028;Av. Badajoz - M-30-Salvador de Madariaga;444.282.392.674.921;447.709.861.524.087
6402;PUNTOS DE MEDIDA URBANOS;64015;Av. Canillejas a Vicálvaro - Etruria-Canal de Bósforo;448.020.167.727.189;447.686.029.648.659
6420;PUNTOS DE MEDIDA URBANOS;65002;C/. Fuente Carrantona  - José Bergamín-M-23;446.719.667.747.699;447.382.461.371.386
3557;PUNTOS DE MEDIDA URBANOS;66001;Pl. Grecia - Pl. Grecia-M-40;448.574.314.122.392;447.637.685.646.081
3572;PUNTOS DE MEDIDA URBANOS;49003;M.GRANDES N-S (G.RICARDOS-J.CASTELLANOS);437.290.069.641.402;447.097.923.331.715
3685;PUNTOS DE MEDIDA URBANOS;49029;OPORTO S-N(VALLE ORO-GRAL. RICARDOS);43.806.819.712.794;447.131.661.485.215
3573;PUNTOS DE MEDIDA URBANOS;50029; ARGUESO N-S;438.490.313.190.956;447.104.957.956.305
5137;PUNTOS DE MEDIDA URBANOS;58006;AV. ABRANTES S-N(PELICANO-PORTALEGRE);438.586.784.539.835;44.707.755.432.091
5173;PUNTOS DE MEDIDA URBANOS;80030; SALIDA PARQUE BOMBEROS;435.217.981.219.053;447.128.468.882.252
9876;PUNTOS DE MEDIDA URBANOS;79042;Ana de Austria - Isabel Clara Eugenia-Niceto Alcalá Zamora;444.581.183.083.907;448.324.052.028.185
9877;PUNTOS DE MEDIDA URBANOS;79043;Ana de Austria - Ignacio Aldecoa-Niceto Alcalá Zamora;444.733.108.680.685;448.349.196.245.002
9856;PUNTOS DE MEDIDA URBANOS;41059;Gandia E-O - Vía de Servicio- Cerro Negro;44.322.300.661.899;447.232.898.360.374
9854;PUNTOS DE MEDIDA URBANOS;70019;Av. Partenón - Ribera del Sena-Av. Capital de España;447.767.439.666.151;447.958.435.377.614
10001;PUNTOS DE MEDIDA URBANOS;57022;Av. Logroño - Timón-Pajarones;45.074.805.221.551;448.088.465.900.846
9855;PUNTOS DE MEDIDA URBANOS;70020;Av. Partenón - Vía de Dublín-Av. Capital de España;447.933.600.720.962;447.962.497.462.731
4581;PUNTOS DE MEDIDA URBANOS;32051;AV. ASTURIAS E-O(PL. CASTILLA-SAN AQUILINO);44.158.347.107.227;447.998.754.688.919
5435;PUNTOS DE MEDIDA URBANOS;43024;FINISTERRE N-S(SANTIAGO DE COMPOSTELA-AV.MONFORTE  LEMOS);440.533.360.899.137;448.149.789.502.145
5757;PUNTOS DE MEDIDA URBANOS;92003;Marquis de Viana E-O (Robledo - P: Direccisn);440.282.502.786.005;447.972.168.481.266
9883;PUNTOS DE MEDIDA URBANOS;93020;Monforte de Lemos E-O(Puerto Maspalomas-Cno. Ganapanes);439.466.054.667.719;448.116.728.355.964
6900;PUNTOS DE MEDIDA M-30;04TL40PM01;04TL40PM01;444.716.895.770.585;44.730.385.081.656
6969;PUNTOS DE MEDIDA URBANOS;70021;Av. Capital de España - Acceso Campo de las Naciones;447.889.236.411.625;447.954.649.496.334
6344;PUNTOS DE MEDIDA URBANOS;57014;Av. Logroño - Isla de Cuba-Luis de la Mata;448.316.152.382.837;447.808.280.047.382
10008;PUNTOS DE MEDIDA URBANOS;44046;C/. Alcalá - Albarracín-Tampico;446.465.031.999.699;447.692.047.987.179
10007;PUNTOS DE MEDIDA URBANOS;44045;C/. Alcalá - Alfonso Gómez-Tampico;446.553.216.130.622;447.696.109.125.593
6346;PUNTOS DE MEDIDA URBANOS;57017;Av. Logroño - Luis de la Mata-Isla de Cuba;448.326.226.622.116;447.807.562.328.582
9983;PUNTOS DE MEDIDA URBANOS;68010;Av. Entrevías - La Mancha-Membezar;443.308.957.700.544;4.470.597.695.134
5863;PUNTOS DE MEDIDA URBANOS;41402;C/. Cerro Garabitas - Av. Monte Igueldo-Melquiades Biencinto;443.388.636.839.974;447.220.046.802.695
6328;PUNTOS DE MEDIDA URBANOS;56404;C/. Guisona - Guisona-López de Hoyos;444.704.333.905.442;448.010.712.065.321
3429;PUNTOS DE MEDIDA URBANOS;41401;C/. Sierra de Javalambre - Francisco Iglesias-Av. Albufera;443.454.660.343.834;44.723.205.802.391
3547;PUNTOS DE MEDIDA URBANOS;97401;Cartagena Sent. Norte - Coslada - Av. AmÃƒÂ©rica;443.033.509.702.807;447.686.110.927.518
4705;PUNTOS DE MEDIDA URBANOS;90030;SALIDA CALLE 30 E-O(MARQUES VADILLO-M-30 -GTA. PIRÃƒÂMIDES) 280mts;440.133.161.381.241;447.423.216.142.426
6860;PUNTOS DE MEDIDA M-30;15RR60PM03;15RR60PM03;439.676.471.217.593;447.263.377.058.342
6861;PUNTOS DE MEDIDA M-30;15RR60PM02;15RR60PM02;439.672.855.155.423;447.262.860.478.032
7118;PUNTOS DE MEDIDA M-30;14NC71PM01;14NC71PM01;439.836.274.686.502;447.231.222.936.295
10012;PUNTOS DE MEDIDA URBANOS;3103001;Nueva Zelanda S-N - Isla Cristina-Gta.Isaac Rabín;43.871.552.927.732;448.016.885.723.535
4332;PUNTOS DE MEDIDA URBANOS;16065; Mozart N-S (entrada cruce) -  Mozart N-S (entrada cruce);438.903.861.365.243;447.505.907.236.143
4543;PUNTOS DE MEDIDA URBANOS;32002; P: DIRECCISN S-N(AIZQUIVEL-CAPITAN BLANCO ARGIBAY);440.006.430.118.633;448.010.356.588.415
6984;PUNTOS DE MEDIDA URBANOS;67025;Bulevar José Prat - Av. Democracia-Cordel Pavones;447.602.406.572.317;447.221.189.620.455
6985;PUNTOS DE MEDIDA URBANOS;67026;Bulevar José Prat - Bulevar Indalecio Prieto-Cordel Pavones;447.392.352.163.795;447.227.906.227.815
6986;PUNTOS DE MEDIDA URBANOS;67027;Bulevar José Prat - Cordel Pavones-Bulevar Indalecio Prieto;447.404.582.056.891;447.220.573.534.486
6990;PUNTOS DE MEDIDA URBANOS;67028;Bulevar Indalecio Prieto - Poetas-Bulevar José Prat;447.260.323.400.224;4.472.163.022.595
6989;PUNTOS DE MEDIDA URBANOS;67029;Bulevar Indalecio Prieto - Pinillas-Bulevar José Prat;447.300.137.101.506;447.239.697.251.357
6988;PUNTOS DE MEDIDA URBANOS;67030;Bulevar José Prat - Ladera de los Almendros-Bulevar Indalecio Prieto;447.162.443.617.367;447.228.238.104.215
5917;PUNTOS DE MEDIDA URBANOS;44049;C/. Alcalá - Urquiza-Virgen del Sagrario;445.276.463.135.815;44.763.289.917.507
10004;PUNTOS DE MEDIDA URBANOS;44050;C/. Alcalá - Urquiza-Gutierre de Cetina;445.299.477.681.989;447.633.685.316.482
9871;PUNTOS DE MEDIDA URBANOS;79037;C/. Príncipe Carlos - Vicente Blasco Ibáñez-Americo Castro;444.541.471.491.097;448.294.664.177.306
9870;PUNTOS DE MEDIDA URBANOS;79038;C/. Príncipe Carlos - María Tudor-Isabel de Valois;444.287.507.385.611;448.313.832.033.524
9875;PUNTOS DE MEDIDA URBANOS;79041;Av. Niceto Alcalá Zamora - María Tudor-Isabel de Valois;444.546.143.110.729;448.348.683.966.409
9872;PUNTOS DE MEDIDA URBANOS;79039;Ana de Austria - Isabel Clara Eugenia-Príncipe Carlos;444.488.279.958.846;448.315.707.280.824
9873;PUNTOS DE MEDIDA URBANOS;79040;Ana de Austria - Princesa Éboli-Príncipe Carlos;444.327.936.989.469;448.293.890.568.361
10006;PUNTOS DE MEDIDA URBANOS;44048;C/. Alcalá - Hnos. Machado-Lago Constanza;445.036.655.350.462;447.621.988.195.369
10009;PUNTOS DE MEDIDA URBANOS;47045;C/. Arturo Soria - Eladio López Vilches-Av. San Luis;443.467.768.753.152;448.094.099.241.493
10005;PUNTOS DE MEDIDA URBANOS;44047;C/. Alcalá - Cjal. Juilo Gómez-Hnos. Machado;445.016.260.502.554;447.622.342.814.653
9982;PUNTOS DE MEDIDA URBANOS;68009;Av. Entrevías - Hernandez Mas-La Mancha;443.360.792.204.417;447.052.132.563.163
9857;PUNTOS DE MEDIDA URBANOS;47041;Acceso Cuesta Sagrado Corazón -O - M-30-Cuesta Sagrado Corazón;443.508.711.749.204;448.007.097.198.346
9994;PUNTOS DE MEDIDA URBANOS;57025;C/. Jardines de Aranjuez - Jardines de Aranjuez-Paseo Alameda de Osuna;44.910.452.676.994;447.852.295.125.809
10002;PUNTOS DE MEDIDA URBANOS;57023;C/. Playa de Riazor - Arroyomolino-Av. Logroño;450.730.707.235.899;448.091.705.513.092
10010;PUNTOS DE MEDIDA URBANOS;47046;Av. San Luis - Golfo de Salonica-Arturo Soria;443.471.418.211.439;448.099.316.248.473
9874;PUNTOS DE MEDIDA URBANOS;79013;Niceto Alcalá Zamora - Vicente Blasco Ibáñez-Américo Castro;444.824.929.933.973;448.327.691.658.087
9867;PUNTOS DE MEDIDA URBANOS;79034;Av. Alcalde Conde Mayalde - Isabel Clara Eugenia-Príncipe Carlos;444.873.270.315.827;44.828.670.012.529
9868;PUNTOS DE MEDIDA URBANOS;79035;C/. Príncipe Carlos - Alcalde Alvarez de Villaamil-Alcalde Redondo Aceña;444.894.745.752.651;448.259.811.626.242
9869;PUNTOS DE MEDIDA URBANOS;79036;C/. Príncipe Carlos - Octavio Paz-Luis Jimenez de Asua;444.651.918.688.954;448.283.117.669.564
9866;PUNTOS DE MEDIDA URBANOS;79033;Av. Alcalde Conde Mayalde - Princesa de Eboli-Príncipe Carlos;444.662.653.500.663;448.258.824.609.652
9950;PUNTOS DE MEDIDA URBANOS;67041;Arroyo Media Legua - Santa Irene-Acceso OÂ´Donnell;444.874.327.997.587;447.423.763.440.202
9948;PUNTOS DE MEDIDA URBANOS;67032;Camino Vinateros - Corregidor Jose Pasamonte-Marroquina;445.050.572.058.456;447.359.560.904.182
